t9b_8steps_0000_10000.wav	*0.001	0.999
t6_5steps_2_0000_10000.wav	*0.022	0.952
t9_8steps_2_0000_10000.wav	*0.002	0.998
voice0038_15steps_0000_10000.wav	*0.001	*0.999
2ndvoice0038_15steps_0000_10000.wav	*0.002	0.999
t16_15steps_1_0000_10000.wav	*0.001	0.999
t5_4steps_2_0000_10000.wav	*0.046	0.953
voice0033_15steps_0000_10000.wav	*0.001	*0.999
2ndvoice0033_15steps_0000_10000.wav	*0.002	0.999
t2_1step_1_0000_10000.wav	*0.042	0.940
t4_3steps_2_0000_10000.wav	*0.020	0.964
voice0027_15steps_0000_10000.wav	*0.002	*0.999
voice0032_15steps_0000_10000.wav	*0.001	*0.999
2ndvoice0032_15steps_0000_10000.wav	*0.003	*0.999
voice0046_15steps_0000_10000.wav	*0.001	*1.000
2ndvoice0046_15steps_0000_10000.wav	*0.003	0.998
voice0040_15steps_0000_10000.wav	*0.001	*0.998
2ndvoice0040_15steps_0000_10000.wav	*0.002	0.999
3rdvoice0040_15steps_0000_10000.wav	*0.002	0.999
voice0034_15steps_0000_10000.wav	*0.005	0.998
2ndvoice0034_15steps_0000_10000.wav	*0.001	0.997
voice0044_15steps_0000_10000.wav	*0.004	0.996
2ndvoice0044_15steps_0000_10000.wav	*0.004	0.998
t3_2steps_1_0000_10000.wav	*0.048	0.897
voice0030_15steps_0000_10000.wav	*0.002	*0.999
2ndvoice0030_15steps_0000_10000.wav	*0.004	0.996
t12_11steps_2_0000_10000.wav	*0.001	0.999
t14_13steps_1_0000_10000.wav	*0.002	0.998
voice0043_15steps_0000_10000.wav	*0.001	*0.999
2ndvoice0043_15steps_0000_10000.wav	*0.001	*0.999
voice0028_15steps_0000_10000.wav	*0.003	*0.999
2ndvoice0028_15steps_0000_10000.wav	*0.004	0.997
voice0047_15steps_0000_10000.wav	*0.002	*0.999
2ndvoice0047_15steps_0000_10000.wav	*0.001	0.999
3rdvoice0047_15steps_0000_10000.wav	*0.001	0.999
voice0048_15steps_0000_10000.wav	*0.000	*1.000
2ndvoice0048_15steps_0000_10000.wav	*0.107	0.915
t13_12steps_1_0000_10000.wav	*0.002	0.999
voice0029_15steps_0000_10000.wav	*0.004	0.996
t15_14steps_0000_10000.wav	*0.002	*0.999
t6_5steps_1_0000_10000.wav	*0.016	0.963
t7_6steps_2_0000_10000.wav	*0.004	0.996
voice0045_15steps_0000_10000.wav	*0.002	*0.998
2ndvoice0045_15steps_0000_10000.wav	*0.002	*0.999
t9_8steps_1_0000_10000.wav	*0.002	0.996
voice0036_15steps_0000_10000.wav	*0.001	0.999
2ndvoice0036_15steps_0000_10000.wav	*0.000	1.000
3rdvoice0036_15steps_0000_10000.wav	*0.001	0.999
t8_7steps_2_0000_10000.wav	*0.002	0.998
voice0049_15steps_0000_10000.wav	*0.000	0.999
2ndvoice0049_15steps_0000_10000.wav	*0.001	0.999
3rdvoice0049_15steps_0000_10000.wav	*0.001	0.999
t8b_7steps_0000_10000.wav	*0.002	*0.999
vocie0026_15steps_0000_10000.wav	*0.002	0.999
t11_10steps_0000_10000.wav	*0.002	0.999
t13_12steps_2_0000_10000.wav	*0.002	0.998
t2_1step_2_0000_10000.wav	*0.017	0.962
t12_11steps_1_0000_10000.wav	*0.001	0.999
t4_3steps_1_0000_10000.wav	*0.036	0.949
voice0041_15steps_0000_10000.wav	*0.001	*0.999
2ndvoice0041_15steps_0000_10000.wav	*0.044	0.976
t11b_10steps_0000_10000.wav	*0.001	0.997
t7_6steps_1_0000_10000.wav	*0.004	0.994
t12b_11steps_0000_10000.wav	*0.001	0.999
voice0031_15steps_0000_10000.wav	*0.001	*0.999
2ndvoice0031_15steps_0000_10000.wav	*0.006	0.994
t3_2steps_2_0000_10000.wav	*0.044	0.887
t8_7steps_1_0000_10000.wav	*0.002	*0.999
t14_13steps_2_0000_10000.wav	*0.002	0.999
t7b_6steps_0000_10000.wav	*0.003	*0.998
t10_9steps_0000_10000.wav	*0.001	0.999
t13b_12steps_0000_10000.wav	*0.001	0.998
voice0035_15steps_0000_10000.wav	*0.001	*0.999
2ndvoice0035_15steps_0000_10000.wav	*0.002	0.999
t5_4steps_1_0000_10000.wav	*0.029	0.940
voice0039_15steps_0000_10000.wav	*0.002	*0.999
2ndvoice0039_15steps_0000_10000.wav	*0.003	0.999
3rdvoice0039_15steps_0000_10000.wav	*0.000	1.000
voice0038_15steps_0000_10000.wav	*0.001	*0.999
voice0033_15steps_0000_10000.wav	*0.001	*0.999
voice0027_15steps_0000_10000.wav	*0.002	*0.999
2ndvoice0027_15steps_0000_10000.wav	0.002	*0.998
voice0032_15steps_0000_10000.wav	*0.001	*0.999
2ndvoice0032_15steps_0000_10000.wav	*0.003	*0.999
voice0046_15steps_0000_10000.wav	*0.001	*1.000
voice0040_15steps_0000_10000.wav	*0.001	*0.998
t4_3steps_0000_10000.wav	0.001	*0.999
voice0030_15steps_0000_10000.wav	*0.002	*0.999
voice0026_15steps_0000_10000.wav	0.001	*0.999
voice0043_15steps_0000_10000.wav	*0.001	*0.999
2ndvoice0043_15steps_0000_10000.wav	*0.001	*0.999
t7_6steps_0000_10000.wav	0.002	*0.999
voice0028_15steps_0000_10000.wav	*0.003	*0.999
voice0047_15steps_0000_10000.wav	*0.002	*0.999
t8_7steps_0000_10000.wav	0.001	*0.999
voice0048_15steps_0000_10000.wav	*0.000	*1.000
t6_5steps_0000_10000.wav	0.001	*0.999
vocie0029_15steps_0000_10000.wav	0.002	*0.999
t15_14steps_0000_10000.wav	*0.002	*0.999
2ndt15_14steps_0000_10000.wav	0.002	*0.998
voice0045_15steps_0000_10000.wav	*0.002	*0.998
2ndvoice0045_15steps_0000_10000.wav	*0.002	*0.999
t5_4steps_0000_10000.wav	0.001	*0.999
t8b_7steps_0000_10000.wav	*0.002	*0.999
voice0041_15steps_0000_10000.wav	*0.001	*0.999
voice0031_15steps_0000_10000.wav	*0.001	*0.999
t8_7steps_1_0000_10000.wav	*0.002	*0.999
2ndt8_7steps_1_0000_10000.wav	0.002	*0.998
t16_15steps_0000_10000.wav	0.002	*0.999
2ndt16_15steps_0000_10000.wav	0.002	*0.998
t9_8steps_0000_10000.wav	0.000	*1.000
t7b_6steps_0000_10000.wav	*0.003	*0.998
voice0035_15steps_0000_10000.wav	*0.001	*0.999
voice0039_15steps_0000_10000.wav	*0.002	*0.999
dad_6_noise_0000_10000.wav	0.001	*0.999
2nddad_6_noise_0000_10000.wav	0.001	*0.998
abi_6_noise_0000_10000.wav	0.002	*0.999
2ndabi_6_noise_0000_10000.wav	0.004	*0.996
mike_11_noise_0000_10000.wav	0.002	*0.999
2ndmike_11_noise_0000_10000.wav	0.112	*0.907
mike_20_noise_0000_10000.wav	0.002	*0.999
mike_4_noise_0000_10000.wav	0.001	*0.998
2ndmike_4_noise_0000_10000.wav	0.002	*0.996
abi_30_noise_0000_10000.wav	0.001	*0.999
2ndabi_30_noise_0000_10000.wav	0.001	*0.999
3rdabi_30_noise_0000_10000.wav	0.002	*0.998
dad_21_noise_0000_10000.wav	0.003	*0.997
2nddad_21_noise_0000_10000.wav	0.001	*0.998
3rddad_21_noise_0000_10000.wav	0.001	*0.999
mike_25_noise_0000_10000.wav	0.001	*0.999
mike_5_noise_0000_10000.wav	0.004	*0.997
2ndmike_5_noise_0000_10000.wav	0.003	*0.996
abi_23_noise_0000_10000.wav	0.001	*0.999
2ndabi_23_noise_0000_10000.wav	0.002	*0.998
3rdabi_23_noise_0000_10000.wav	0.001	*0.999
mike_9_noise_0000_10000.wav	0.002	*0.998
2ndmike_9_noise_0000_10000.wav	0.003	*0.996
mike_24_noise_0000_10000.wav	0.001	*0.998
2ndmike_24_noise_0000_10000.wav	0.002	*0.999
abi_20_noise_0000_10000.wav	0.001	*0.998
2ndabi_20_noise_0000_10000.wav	0.001	*0.999
3rdabi_20_noise_0000_10000.wav	0.001	*0.999
abi_29_noise_0000_10000.wav	0.001	*0.999
2ndabi_29_noise_0000_10000.wav	0.003	*0.996
mike_16_noise_0000_10000.wav	0.002	*0.997
2ndmike_16_noise_0000_10000.wav	0.002	*0.998
